,Unnamed: 0,varname,number_of_spaces,firstCharisLetter,argument,varlength,datatype,vartype,projectid
788832,14587582,SP #,1,True,0,4,int,string,98836205
788833,14587583,Touching SP?,1,True,Touching SP?,12,list,string,98836205
788899,14591341,who?,0,True,1,4,int,string,98836365
788941,14592243,mouse speed,1,True,0.7,11,float,string,98836468
789147,14594717,sniperShot,0,True,0,10,int,string,98836578
789531,14601773,botX,0,True,botX,4,list,string,98836788
789532,14601774,botY,0,True,botY,4,list,string,98836788
789535,14601784,walkX,0,True,0,5,int,string,98836788
789537,14601793,spriteCollision,0,True,0,15,int,string,98836788
789676,14607256,Random number 1,2,True,0,15,int,string,98837150
789677,14607257,Random number 2,2,True,0,15,int,string,98837150
789678,14607258,Random number 3,2,True,0,15,int,string,98837150
789679,14607259,Random number 4,2,True,0,15,int,string,98837150
789680,14607260,Grand Total,1,True,0,11,int,string,98837150
791358,14628741,X positions,1,True,X positions,11,list,string,98837341
791359,14628742,Y positions,1,True,Y positions,11,list,string,98837341
791374,14628855,player resetter,1,True,0,15,int,string,98837341
791391,14629791,Pico 4,1,True,1,6,int,string,98837389
791392,14629793,Pico 1,1,True,0,6,int,string,98837389
791393,14629794,Pico 2,1,True,1,6,int,string,98837389
791394,14629795,Pico 3,1,True,1,6,int,string,98837389
791409,14630207,End The Game,2,True,0,12,int,string,98837462
791412,14630438,CLiCks,0,True,0,6,int,string,98837475
791414,14630466,MosT CLiCks,1,True,10,11,int,string,98837475
791491,14632833,touchdown,0,True,0,9,int,string,98837695
792094,14647895,deterner,0,True,1,8,int,string,98838128
792095,14647899,tiempoSemaforoRojo,0,True,0,18,int,string,98838128
792098,14647908,tiempoSemaforoVerde,0,True,0,19,int,string,98838128
792104,14647930,YaFuePulsado,0,True,0,12,int,string,98838128
792124,14648585,A.x,0,True,100,3,int,string,98838200
792128,14648611,Timing-Level,0,True,1,12,int,string,98838200
792243,14650196,How_Many_Times_You_Jumped,0,True,0,25,int,string,98838200
792279,14650847,secretLevel,0,True,false,11,string,string,98838200
792299,14651134,justKidding,0,True,0,11,int,string,98838200
792302,14651152,StartGame?,0,True,True,10,string,string,98838200
792324,14651590,set_6,0,True,-137,5,int,string,98838200
792325,14651591,setDFX,0,True,0,6,int,string,98838200
792411,14652125,true?,0,True,0,5,int,string,98838200
792937,14657505,fix,0,True,-,3,char,string,98838240
792943,14657664,h1,0,True,0,2,int,string,98838240
792952,14657673,pin,0,True,0,3,int,string,98838240
792953,14657674,lockX,0,True,0,5,int,string,98838240
792954,14657675,lockY,0,True,0,5,int,string,98838240
792955,14657676,pinD,0,True,0,4,int,string,98838240
792964,14657870,startD,0,True,1,6,int,string,98838240
792966,14657884,failed,0,True,1,6,int,string,98838240
792972,14657899,lockHeight,0,True,0,10,int,string,98838240
792974,14657901,pinP,0,True,90,4,int,string,98838240
792975,14657902,pinSpeed,0,True,175,8,int,string,98838240
792978,14657929,animDone,0,True,0,8,int,string,98838240
792995,14658155,pinC,0,True,-1,4,int,string,98838240
793040,14658714,page name,1,True,Facts,9,string,string,98838284
793043,14658896,q5answer,0,True,2,8,int,string,98838284
793045,14658903,q1 answer,1,True,2,9,int,string,98838284
793047,14658910,q4answer,0,True,2,8,int,string,98838284
793049,14658917,q2 answer,1,True,2,9,int,string,98838284
793051,14658924,q3 answer,1,True,2,9,int,string,98838284
793094,14660472,AarevoMixel,0,True,134,11,int,string,98838442
793109,14661854,Going To,1,True,Home,8,string,string,98838474
793124,14662437,looking for,1,True,Dry Food,11,string,string,98838474
793133,14662560,Touching Doggie,1,True,1,15,int,string,98838474
793135,14662566,Bubbles,0,True,0,7,int,string,98838474
793141,14662682,Wearing?,0,True,0,8,int,string,98838474
793143,14662842,KOs,0,True,0,3,int,string,98838514
793159,14664176,Cat Life 2,2,True,500,10,int,string,98838644
793492,14669834,id-def,0,True,0,6,int,string,98838805
793495,14669966,My Charecters,1,True,shadowman575,13,string,string,98838817
793512,14670063,Shoping?,0,True,1,8,int,string,98838817
793514,14670078,Answer:,0,True,deciding,7,string,string,98838819
793553,14672372,Nubmer 2,1,True,1,8,int,string,98838965
793562,14672447,Move Wait,1,True,0,9,int,string,98838965
793578,14673104,stop fall,1,True,true,9,string,string,98839041
793581,14673140,faceing,0,True,right,7,string,string,98839041
793584,14673176,lowest height,1,True,-102,13,int,string,98839041
793629,14675096,Time between Bandits,2,True,5,20,int,string,98839108
793636,14675506,Vol,0,True,100,3,int,string,98839113
793736,14680171,Boy votes,1,True,1,9,int,string,98839117
793747,14683307,Opshuns,0,True,-1,7,int,string,98839278
793750,14683425,FRACTION DENOMINATOR,1,False,1,26,int,string,98839297
793853,14686853,intro 3,1,True,45,7,int,string,98839398
793854,14686855,intro 4,1,True,0,7,int,string,98839398
794135,14692047,fun level,1,True,1,9,int,string,98839500
794136,14692258,oddish rabies level,2,True,0,19,int,string,98839524
794216,14694378,HS name,1,True,a,7,char,string,98839591
794217,14694384,HS last name,2,True,b,12,char,string,98839591
794299,14697953,when stage clicked,2,True,1,18,int,string,98839916
794315,14698085,generaless,0,True,0,10,int,string,98839916
794317,14698114,omni,0,True,0,4,int,string,98839916
794318,14698115,pickle,0,True,0,6,int,string,98839916
794320,14698117,maxy,0,True,0,4,int,string,98839916
794335,14698546,ROBOT LOSE,1,True,0,10,int,string,98839916
794368,14699385,click anywhere to continue,3,True,0,26,int,string,98839916
794402,14699832,YOU WIN!,1,True,0,8,int,string,98839916
794467,14701282,CHARACTER,0,True,0,9,int,string,98839916
794478,14701479,timeBetweenGhosts,0,True,5,17,int,string,98839926
794503,14702921,Point 2,1,True,0,7,int,string,98839978
794504,14702922,Point 1,1,True,0,7,int,string,98839978
794515,14703077,??? HOW MANY LAPS XD:,4,False,1,21,int,string,98840008
794522,14703397,Trumps Clicked,1,True,0,14,int,string,98840069
794525,14703682,Manipulate,0,True,-162,10,int,string,98840087
794531,14704260,Cats:,0,True,0,5,int,string,98840093
794598,14705338,chopper,0,True,0,7,int,string,98840246
794632,14705836,Uhhh....Something,0,True,-5,17,int,string,98840295
794673,14707293,Engine Failure,1,True,1,14,int,string,98840341
794786,14710590,contar,0,True,0,6,int,string,98840390
794788,14710606,habla,0,True,0,5,int,string,98840390
794791,14710619,ciudades,0,True,ciudades,8,list,string,98840390
794865,14712678,Left?,0,True,0,5,int,string,98840629
794868,14712701,dir 1,1,True,-20,5,int,string,98840629
794869,14712702,dir 2,1,True,-60,5,int,string,98840629
794881,14712796,dir1,0,True,10,4,int,string,98840629
794882,14712797,dir2,0,True,0,4,int,string,98840629
794885,14712824,Right?,0,True,1,6,int,string,98840629
794891,14712852,Bottom?,0,True,1,7,int,string,98840629
794894,14712866,Top?,0,True,1,4,int,string,98840629
794900,14713270,puntos | points,2,True,0,15,int,string,98840704
794901,14713275,puntos del rival | rival point,5,True,1,30,int,string,98840704
794908,14713357,Z vel,1,True,-10,5,int,string,98840704
794912,14713395,velocidad del rival,2,True,5,19,int,string,98840704
794942,14714697,dog puppy votes,2,True,1,15,int,string,98840769
794943,14714700,bear2 votes,1,True,1,11,int,string,98840769
794944,14714703,Cassy Dance votes,2,True,1,17,int,string,98840769
794950,14715631,WHOOOOOO,0,True,0,8,int,string,98840785
794970,14716183,Time between the peirods of Zombies,5,True,5,35,int,string,98840879
795021,14718577,Correct answer(s),1,True,0,17,int,string,98840955
795022,14718578,Incorrect answer(s),1,True,0,19,int,string,98840955
795045,14719621,Item3Alive,0,True,1,10,int,string,98841044
795046,14719622,NinjiAlive,0,True,1,10,int,string,98841044
795051,14719673,Boss enters,1,True,1,11,int,string,98841044
795069,14719837,Boss enter chance,2,True,??,17,string,string,98841044
795070,14719839,HeldItem,0,True,0,8,int,string,98841044
795102,14720259,JumpDistance,0,True,5,12,int,string,98841044
795104,14720261,HoverTime,0,True,0,9,int,string,98841044
795237,14725977,player 1's score,2,True,1,16,int,string,98841292
795238,14725983,player 2's score,2,True,1,16,int,string,98841292
795244,14726737,GCF,0,True,Error,3,string,string,98841405
795286,14728927,Syllables,0,True,Syllables,9,list,string,98841584
795289,14729090,plerp,0,True,0,5,int,string,98841602
795290,14729179,Change Color By,2,True,0,15,int,string,98841622
795316,14729874,score list,1,True,score list,10,list,string,98841676
795317,14730063,health cat,1,True,20,10,int,string,98841700
795318,14730081,health dog,1,True,-1,10,int,string,98841700
795335,14730754,X-BoardPosition,0,True,X-BoardPosition,15,list,string,98841745
795336,14730755,Y-BoardPosition,0,True,Y-BoardPosition,15,list,string,98841745
795348,14730794,testPassed,0,True,0,10,int,string,98841745
796100,14737731,Helping Skill:,1,True,0,14,int,string,98842009
796101,14737732,Battle Skill:,1,True,0,13,int,string,98842009
796102,14737733,Hunt Skill:,1,True,0,11,int,string,98842009
796178,14738130,Doing Something?,1,True,No,16,string,string,98842009
796206,14738567,intro scene,1,True,1,11,int,string,98842052
796210,14738606,island,0,True,1,6,int,string,98842052
796211,14738661,selected person,1,True,0,15,int,string,98842052
796214,14738664,food speed,1,True,6,10,int,string,98842052
796220,14738697,selected resource,1,True,berry bush 2,17,string,string,98842052
796405,14740485,settler recruit,1,True,1,15,int,string,98842052
796528,14741651,instance,0,True,sprite,8,string,string,98842052
796529,14741652,cl type,1,True,null,7,string,string,98842052
796540,14741831,new load,1,True,new load,8,list,string,98842052
796570,14742135,structure to place,2,True,tipi,18,string,string,98842052
796624,14742996,wood towards ship,2,True,0,17,int,string,98842052
796650,14744402,Y S,1,True,4,3,int,string,98842140
796651,14744405,Y SPOT,1,True,4,6,int,string,98842140
796654,14744418,X S,1,True,4,3,int,string,98842140
796655,14744421,X SPOT,1,True,4,6,int,string,98842140
796661,14744523,Time lasted,1,True,0,11,int,string,98842140
796762,14745328,intVidas,0,True,3,8,int,string,98842161
796766,14745388,intMoveX,0,True,1,8,int,string,98842161
797288,14752208,score=,0,True,1,6,int,string,98842341
797290,14752217,Hideobjects,0,True,0,11,int,string,98842355
797291,14752218,speedlevel,0,True,0,10,int,string,98842355
797296,14752233,point17,0,True,1,7,int,string,98842355
797298,14752275,point10,0,True,0,7,int,string,98842355
797300,14752344,point16,0,True,0,7,int,string,98842355
797302,14752411,point13,0,True,0,7,int,string,98842355
797304,14752444,point15,0,True,0,7,int,string,98842355
797306,14752477,point14,0,True,0,7,int,string,98842355
797309,14752545,point5,0,True,0,6,int,string,98842355
797311,14752578,point19,0,True,0,7,int,string,98842355
797313,14752611,point7,0,True,0,6,int,string,98842355
797315,14752644,point9,0,True,0,6,int,string,98842355
797317,14752677,point20,0,True,0,7,int,string,98842355
797320,14752745,point2,0,True,0,6,int,string,98842355
797322,14752769,point11,0,True,0,7,int,string,98842355
797327,14752868,point6,0,True,0,6,int,string,98842355
797337,14753731,MENUtrue,0,True,0,8,int,string,98842493
797338,14753732,L1true,0,True,0,6,int,string,98842493
797339,14753733,L2true,0,True,0,6,int,string,98842493
797340,14753734,GOVERtrue,0,True,1,9,int,string,98842493
797354,14753826,desired direction,1,True,down,17,string,string,98842493
797359,14753838,current direction,1,True,right,17,string,string,98842493
797552,14756084,distanceTravelled,0,True,0,17,int,string,98842674
797553,14756085,previousDistanceTravelled,0,True,0,25,int,string,98842674
797554,14756086,ringScore,0,True,0,9,int,string,98842674
797556,14756182,beeMovement,0,True,farLeft,11,string,string,98842674
797559,14756214,motobugMovement,0,True,farLeft,15,string,string,98842674
797575,14756710,ringMovement,0,True,left,12,string,string,98842674
797658,14758556,;,0,False,3,1,int,symbol,98842743
797685,14759184,BABYI??MONFIRE!,0,True,0,15,int,string,98842743
797722,14759390,sol\/luna,0,True,0,9,int,string,98842743
797876,14760637,e2 dead?,1,True,yes,8,string,string,98842748
797877,14760641,tanks left,1,True,-1,10,int,string,98842748
797878,14760703,new direction,1,True,360,13,int,string,98842748
797890,14760834,diference,0,True,30,9,int,string,98842748
797911,14761510,bulets fired,1,True,0,12,int,string,98842748
797950,14762254,e4 dead?,1,True,yes,8,string,string,98842748
797956,14762685,e3 dead?,1,True,yes,8,string,string,98842748
797994,14763579,e1 dead?,1,True,yes,8,string,string,98842748
798007,14764050,tankDead?,0,True,no,9,string,string,98842748
798033,14766840,FICA,0,True,0,4,int,string,98842826
798034,14766841,MEDICARE,0,True,0,8,int,string,98842826
798035,14766842,FIT,0,True,0,3,int,string,98842826
798036,14766843,SIT,0,True,0,3,int,string,98842826
798037,14766844,GROSS,0,True,0,5,int,string,98842826
798038,14766845,DEDUCTIONS,0,True,0,10,int,string,98842826
798039,14766846,NET,0,True,0,3,int,string,98842826
798040,14766847,20%,0,False,0,3,int,string,98842826
798042,14766849,Wage,0,True,0,4,int,string,98842826
798043,14766850,OPay,0,True,0,4,int,string,98842826
798044,14766851,PAY,0,True,0,3,int,string,98842826
798045,14766852,HPAY,0,True,0,4,int,string,98842826
799572,14786397,Flips?,0,True,no,6,string,string,98842898
799577,14786815,Snow,0,True,1,4,int,string,98842951
799584,14787163,Background Cooldown,1,True,0,19,int,string,98842998
799590,14787333,Hard Mode?,1,True,1,10,int,string,98842998
799591,14787414,Sans Eye,1,True,0,8,int,string,98842998
799592,14787415,FIXEDSYS,0,True,0,8,int,string,98842998
799593,14787416,TRUE DIA,1,True,0,8,int,string,98842998
799594,14787417,DIA HP,1,True,200,6,int,string,98842998
799601,14787443,TRUE EYE,1,True,1,8,int,string,98842998
799603,14787451,Attack Disable,1,True,0,14,int,string,98842998
799627,14787730,No Words,1,True,0,8,int,string,98842998
799636,14787854,Baddie Attacks,1,True,0,14,int,string,98842998
799641,14787885,Baddie HP,1,True,300,9,int,string,98842998
799719,14788800,Broadcast:,0,True,Broadcast:,10,list,string,98843064
799720,14788938,winSanFran,0,True,0,10,int,string,98843082
799721,14789043,Instagram Likes and Comments,3,True,15,28,int,string,98843090
799724,14789063,Views,0,True,100,5,int,string,98843090
799728,14789081,Facebook Likes,1,True,0,14,int,string,98843090
799730,14789111,Tweets,0,True,10,6,int,string,98843090
799737,14789640,pudge dead,1,True,4,10,int,string,98843117
799738,14789661,pudge ready,1,True,no,11,string,string,98843117
799739,14789662,PUDGE FINISH,1,True,yes,12,string,string,98843117
799740,14789672,sven dead,1,True,4,9,int,string,98843117
799741,14789693,sven ready,1,True,no,10,string,string,98843117
799742,14789694,SVEN FINISH,1,True,yes,11,string,string,98843117
799743,14789728,enigma dead,1,True,4,11,int,string,98843117
799744,14789749,enigma ready,1,True,no,12,string,string,98843117
799745,14789750,ENIGMA FINISH,1,True,yes,13,string,string,98843117
799748,14789867,right facing pudge,2,True,no,18,string,string,98843117
799749,14789868,pudge hook,1,True,no,10,string,string,98843117
799751,14789870,hoock back,1,True,no,10,string,string,98843117
799757,14790007,sven finish 2,2,True,no,13,string,string,98843117
799758,14790014,enigma finish 2,2,True,yes,15,string,string,98843117
799760,14790029,pudge finish 2,2,True,yes,14,string,string,98843117
799766,14790045,right facing,1,True,no,12,string,string,98843117
799776,14790128,blackhole,0,True,yes,9,string,string,98843117
799778,14790147,Radiants attack,1,True,yes,15,string,string,98843117
799797,14790337,right facing sven,2,True,no,17,string,string,98843117
799806,14790411,Dire's attack,1,True,yes,13,string,string,98843117
799829,14790583,something attack,1,True,yes,16,string,string,98843117
799837,14790661,xlean,0,True,0,5,int,string,98843126
799838,14790662,ylean,0,True,0,5,int,string,98843126
799839,14790698,pitch,0,True,-50,5,int,string,98843126
799843,14790718,ALTITUDE,0,True,100000,8,int,string,98843126
799844,14790742,stall,0,True,0,5,int,string,98843126
799849,14790781,rollvel,0,True,0,7,int,string,98843126
799858,14790945,heading,0,True,400,7,int,string,98843126
799870,14791970,mapmouse,0,True,1,8,int,string,98843126
799872,14792002,cross,0,True,0.01,5,float,string,98843126
799873,14792035,land??,0,True,0,6,int,string,98843126
799875,14792116,THRUST,0,True,-2,6,int,string,98843126
800388,14795992,FRISK HP,1,True,"1,000,000,000,000,000,000,000,000,000,000,0000,000,000,000,000",8,string,string,98843188
800400,14796497,Summon Neutrophils?,1,True,No,19,string,string,98843196
800402,14796499,NT #,1,True,0,4,int,string,98843196
800403,14796500,Neutrophil Touching?,1,True,Neutrophil Touching?,20,list,string,98843196
800419,14797120,Cell Menu Open?,2,True,Yes,15,string,string,98843196
800424,14797614,PLAYERS,0,True,PLAYERS,7,list,string,98843276
800458,14797697,TEMP3,0,True,0,5,int,string,98843276
800460,14797699,TEMP2,0,True,1,5,int,string,98843276
800476,14797818,Robots,0,True,Robots,6,list,string,98843276
800477,14797847,round#,0,True,0,6,int,string,98843276
800479,14797867,NextRound,0,True,NextRound,9,list,string,98843276
800482,14797876,PlayersPerRound,0,True,-1,15,int,string,98843276
800491,14797916,data#,0,True,1,5,int,string,98843276
800554,14798336,TargetAquired?,0,True,TargetAquired?,14,list,string,98843276
800555,14798337,Target#,0,True,Target#,7,list,string,98843276
800556,14798338,TargetDistance,0,True,TargetDistance,14,list,string,98843276
800602,14798836,TARGETFOUND,0,True,TARGETFOUND,11,list,string,98843276
800614,14798877,TARGETNOTFOUND,0,True,TARGETNOTFOUND,14,list,string,98843276
800621,14798904,DeleteShell,0,True,-1,11,int,string,98843276
800649,14799088,distance_sprite,0,True,50,15,int,string,98843276
800711,14799706,UNKNOWN,0,True,UNKNOWN,7,list,string,98843276
800722,14799862,tank_angle,0,True,0,10,int,string,98843276
800723,14799863,turret_angle,0,True,0,12,int,string,98843276
800724,14799864,TimeOut,0,True,0,7,int,string,98843276
800936,14802209,Tera tank dodged?,2,True,1,17,int,string,98843276
800955,14802533,AI,0,True,1,2,int,string,98843276
801097,14804046,previousHealth,0,True,10000,14,int,string,98843276
801218,14805393,attackAttempts,0,True,0,14,int,string,98843276
801221,14805496,okspeed,0,True,5,7,int,string,98843276
801223,14805519,turret cnt,1,True,0,10,int,string,98843276
801277,14806271,Repeat Timer,1,True,0,12,int,string,98843276
801403,14807773,Current Quadrant,1,True,1,16,int,string,98843276
801578,14810188,gordeeQuadrant,0,True,2,14,int,string,98843276
801796,14812731,gordeeForward,0,True,5,13,int,string,98843276
801797,14812738,gordeeTarget,0,True,-4,12,int,string,98843276
801802,14812852,gordeeHealth,0,True,-2,12,int,string,98843276
801856,14813865,specialTanks,0,True,specialTanks,12,list,string,98843276
801865,14813888,livingTanks,0,True,0,11,int,string,98843276
801917,14814417,!hittime,0,False,5,8,int,string,98843276
801918,14814418,!flip,0,False,-5,5,int,string,98843276
801919,14814463,!turretangle,0,False,-180,12,int,string,98843276
801920,14814465,!i,0,False,0,2,int,string,98843276
802004,14815483,Enemy Tracking Data,2,True,Enemy Tracking Data,19,list,string,98843276
802005,14815484,Prev Health,1,True,20,11,int,string,98843276
802007,14815486,rotations,0,True,0,9,int,string,98843276
802009,14815492,Start Location,1,True,3,14,int,string,98843276
802068,14816335,target#,0,True,0,7,int,string,98843276
802258,14818479,Charged,0,True,N,7,char,string,98843276
802385,14820171,hitcount,0,True,0,8,int,string,98843276
802420,14820535,dirOffset,0,True,0,9,int,string,98843276
802421,14820536,dirOffsetChange,0,True,5,15,int,string,98843276
802441,14820933,!hitcount,0,False,0,9,int,string,98843276
802442,14820934,!misscount,0,False,0,10,int,string,98843276
802620,14823114,Color tank dodged?,2,True,0,18,int,string,98843276
802621,14823115,targetdirection,0,True,0,15,int,string,98843276
802672,14823674,Tank interference?,1,True,0,18,int,string,98843276
802688,14824020,Sensor original angle,2,True,0,21,int,string,98843276
802754,14824967,to tank,1,True,0,7,int,string,98843276
803133,14829008,WIN M & L,3,True,1,9,int,string,98843288
803304,14831283,curX,0,True,1,4,int,string,98843305
803305,14831287,curY,0,True,0,4,int,string,98843305
804213,14839908,cakes per sec,2,True,1,13,int,string,98843365
804214,14839912,Grandma Price,1,True,10,13,int,string,98843365
804216,14839929,Farm Price,1,True,80,10,int,string,98843365
804218,14839946,Mine Price,1,True,150,10,int,string,98843365
804220,14839960,Factprice,0,True,0,9,int,string,98843365
804221,14839980,cakes,0,True,0,5,int,string,98843365
804222,14839982,Cakes per click,2,True,1,15,int,string,98843365
804228,14839998,bnkprice,0,True,150000,8,int,string,98843365
804229,14840000,tmplprice,0,True,2100000,9,int,string,98843365
804230,14840002,cmprice,0,True,10000000000,7,int,string,98843365
804231,14840004,wizprice,0,True,30000000,8,int,string,98843365
804232,14840006,portprice,0,True,1000000000,9,int,string,98843365
804363,14842054,custom_random_speed,0,True,10,19,int,string,98843528
804364,14842072,frames_on_screen,0,True,0,16,int,string,98843528
804373,14842188,Loud,0,True,Loud,4,list,string,98843528
804375,14842196,assign,0,True,-99,6,int,string,98843528
804376,14842198,clo.,0,True,1,4,int,string,98843528
804378,14842262,visualizer,0,True,1,10,int,string,98843528
804459,14845884,Yvlosity,0,True,4,8,int,string,98843605
804542,14847444,Button4_change_xpos,0,True,-999,19,int,string,98843684
804543,14847450,Button4_change_ypos,0,True,-999,19,int,string,98843684
804567,14847803,colliding_box3,0,True,true,14,string,string,98843684
804613,14848003,other_voicetype,0,True,1,15,int,string,98843684
804640,14848132,Other2_is_talking,0,True,false,17,string,string,98843684
804787,14848545,Box2_xspawn,0,True,-100,11,int,string,98843684
804788,14848546,Box2_yspawn,0,True,179,11,int,string,98843684
804826,14848629,Other2_change_xpos,0,True,-240,18,int,string,98843684
804827,14848630,Other2_change_ypos,0,True,-130,18,int,string,98843684
804829,14848632,Other2_is_hidden,0,True,1,16,int,string,98843684
804835,14848638,FakeFloor_is_hidden,0,True,0,19,int,string,98843684
804842,14848662,Other2_right,0,True,1,12,int,string,98843684
804843,14848666,Other2_jump,0,True,1,11,int,string,98843684
804848,14848678,Other2_left,0,True,1,11,int,string,98843684
804988,14849608,Box3_change_xpos,0,True,-999,16,int,string,98843684
804989,14849614,Box3_change_ypos,0,True,-999,16,int,string,98843684
804997,14849622,Box3_is_hidden,0,True,false,14,string,string,98843684
805011,14849867,Box2_change_xpos,0,True,-999,16,int,string,98843684
805012,14849873,Box2_change_ypos,0,True,-999,16,int,string,98843684
805131,14850757,FakeFloor_change_xpos,0,True,-999,21,int,string,98843684
805132,14850763,FakeFloor_change_ypos,0,True,-999,21,int,string,98843684
805134,14850806,Other2_jump_count,0,True,0,17,int,string,98843684
805135,14850810,Other2_touching_ground,0,True,true,22,string,string,98843684
805271,14852471,askew,0,True,65,5,int,string,98843760
805291,14852794,Blue Simple Dress,2,True,1,17,int,string,98843793
805292,14852796,Formal Dress,1,True,0,12,int,string,98843793
805294,14852798,Black Suit,1,True,0,10,int,string,98843793
805295,14852799,Grey Suit,1,True,0,9,int,string,98843793
805299,14853104,Kendra,0,True,Kendra,6,list,string,98843830
805380,14854944,knights killed,1,True,0,14,int,string,98843878
805396,14855695,Scrach Cats Health,2,True,100,18,int,string,98843918
805397,14855710,Bad Guys Health,2,True,0,15,int,string,98843918
805411,14856155,gummies,0,True,1,7,int,string,98843945
805418,14856367,Frosted?,0,True,No,8,string,string,98843945
805531,14857725,current slide,1,True,-1,13,int,string,98843962
805535,14857812,emojis,0,True,1,6,int,string,98843964
805537,14857826,worldwide emojis,1,True,1,16,int,string,98843964
805619,14860820,seeing red ball?,2,True, ,16,char,string,98844053
805636,14862275,broadcastmlg,0,True,0,12,int,string,98844167
805641,14862436,fx?,0,True,0,3,int,string,98844167
805650,14862517,grimcolors,0,True,grimcolors,10,list,string,98844167
805653,14862729,flop,0,True,0,4,int,string,98844167
805654,14862730,Gowen_Intro.HasTextJumpedIn?,0,True,0,28,int,string,98844167
805685,14863732,player2v,0,True,0,8,int,string,98844236
805693,14863756,player1v,0,True,0,8,int,string,98844236
805707,14864105,Error appearance,1,True,0,16,int,string,98844242
805716,14864195,virus state,1,True,0,11,int,string,98844242
805717,14864196,virus closed,1,True,0,12,int,string,98844242
805728,14865030,Preguntas partida,1,True,Preguntas partida,17,list,string,98844347
805729,14865031,Respuestas partida,1,True,Respuestas partida,18,list,string,98844347
805733,14865037,Letra_cargar,0,True,1,12,int,string,98844347
805739,14865099,Bien,0,True,Bien,4,list,string,98844347
805741,14865107,Mal,0,True,Mal,3,list,string,98844347
805742,14865173,casilla_vacia,0,True,casilla_vacia,13,list,string,98844347
805743,14865174,permitir_arrastrar,0,True,no,18,string,string,98844347
805754,14865256,raton_entra_en,0,True,giga,14,string,string,98844347
805784,14867670,calculate,0,True,10,9,int,string,98844478
805789,14867798,Bird's Left,1,True,-1,11,int,string,98844512
805808,14868267,hide\/ show 1,2,True,2,13,int,string,98844577
805809,14868268,hide\/ show 2,2,True,2,13,int,string,98844577
805878,14869374,Resposta:,0,True,0,9,int,string,98844752
805880,14869378,Pun,0,True,0,3,int,string,98844752
805881,14869379,AvaPun,0,True,0,6,int,string,98844752
805884,14869402,avanco,0,True,0,6,int,string,98844752
805894,14869819,Desafio,0,True,Desafio,7,list,string,98844752
805986,14869991,Cont,0,True,1,4,int,string,98844752
805987,14870026,VCR,0,True,-1,3,int,string,98844752
806032,14870509,avatar,0,True,1,6,int,string,98844752
806038,14870784,ASSISTANCE,0,True,ASSISTANCE,10,list,string,98844753
806134,14872809,red dialogue,1,True,red dialogue,12,list,string,98844843
806151,14872826,blue dialogue,1,True,blue dialogue,13,list,string,98844843
806171,14872902,previous player health,2,True,0,22,int,string,98844843
806235,14874586,Memes,0,True,-1,5,int,string,98844888
806248,14874895,Knight Power,1,True,1,12,int,string,98844894
806251,14874920,Dinosaur Power,1,True,1,14,int,string,98844894
806430,14879672,Intro Fade,1,True,0,10,int,string,98844946
806432,14879868,PrevX,0,True,0,5,int,string,98844946
806435,14880609,flowey,0,True,0,6,int,string,98845041
806441,14880892,Mintuies,0,True,5,8,int,string,98845051
806446,14880939,Mephone5's HP,1,True,34000,13,int,string,98845051
806447,14880957,Andrew49 HP,1,True,-1,11,int,string,98845051
806450,14881027,Dice Man,1,True,500,8,int,string,98845051
806452,14881149,Shirobom HP,1,True,67,11,int,string,98845051
806453,14881190,Frisk's HP,1,True,[FIGHT] [ACT] [ITEM] [MERCY],10,string,string,98845051
806454,14881246,3 Robot HP,2,False,900,10,int,string,98845051
806460,14882775,<direction<,0,False,11111111,11,int,string,98845191
806461,14882776,>direction>,0,False,100,11,int,string,98845191
806536,14883592,material,0,True,lava,8,string,string,98845217
806542,14883779,Odd,0,True,Odd,3,list,string,98845239
806583,14884985,NC,0,True,0,2,int,string,98845307
806585,14884987,GC,0,True,0,2,int,string,98845307
806612,14885524,TIEs,0,True,1,4,int,string,98845309
806616,14885583,VelTurn,0,True,0,7,int,string,98845309
806624,14885974,lubbl,0,True,0,5,int,string,98845327
806642,14886512,tea boxes collected,2,True,1,19,int,string,98845365
806658,14887016,aw,0,True,aw,2,list,string,98845398
806666,14887040,you train your lil' doggie?,4,True,you train your lil' doggie?,27,list,string,98845398
806683,14887057,maybe he's grumpy,2,True,maybe he's grumpy,17,list,string,98845398
806705,14887108,it's ok does he taste good,5,True,it's ok does he taste good,26,list,string,98845398
806737,14887251,check this out,2,True,check this out,14,list,string,98845398
806756,14887270,c'mon lil' doggie,2,True,c'mon lil' doggie,17,list,string,98845398
806777,14887301,he's not doing any stuff,4,True,he's not doing any stuff,24,list,string,98845398
806796,14887320,sit,0,True,sit,3,list,string,98845398
806807,14887364,oh right it's lunchtime,3,True,oh right it's lunchtime,23,list,string,98845398
806824,14887381,must be it,2,True,must be it,10,list,string,98845398
806920,14890117,My Ingredients,1,True,My Ingredients,14,list,string,98845464
806921,14890118,Ingredients,0,True,Ingredients,11,list,string,98845464
806964,14890625,Bank Robbers,1,True,25,12,int,string,98845468
806967,14890643,Counterfeit Operation,1,True,5,21,int,string,98845468
806969,14890662,Bill Gates' Mansion,2,True,100,19,int,string,98845468
806972,14890696,Time Machines,1,True,50,13,int,string,98845468
806974,14890715,Investment,0,True,1,10,int,string,98845468
806976,14890859,Gold Coins,1,True,10,10,int,string,98845468
